100% whey gold standard;24.00;1.00;3.00;0.00;120.00
4 злака козинак с арахисом и изюмом;10.30;15.30;58.20;0.00;412.00
4 злака ясно солнышко;11.00;2.60;60.00;0.00;310.00
4 сезона овощи для жарки с шампиньонами;4.90;1.20;2.10;0.00;39.00
7up;0.00;0.00;10.70;100.00;43.00
Actimel;2.65;1.50;11.50;0.00;73.00
Actimel земляника-шиповник;2.70;1.50;11.50;0.00;73.00
Actimel личи;2.65;1.50;11.50;0.00;73.00
Activia напиток со сливой;2.90;1.50;12.50;0.00;75.00
Adrenaline nature энергетик;0.00;0.00;12.40;100.00;50.00
Adrenalin rush;0.50;0.00;13.00;0.00;52.00
Alpen gold с фундуком;0.40;30.30;57.90;0.00;532.00
Alpen gold фундук и изюм;5.70;25.30;59.60;0.00;493.00
Alpen gold фундук и мюсли;6.00;26.50;61.10;0.00;510.00
Alpen gold черно-белый;4.80;31.20;58.90;0.00;540.00
"Amore ""шампанское-клубника""";0.00;0.00;9.00;100.00;70.00
Amour крем-брюле;6.30;29.00;51.30;0.00;482.00
Analisa горошек консервированный;5.50;0.40;9.50;0.00;64.00
Baunty;3.90;24.60;57.90;0.00;471.00
Biersteaks;18.00;15.00;2.00;0.00;215.00
Big bon;8.20;19.30;49.90;0.00;406.00
Big bon (курица);8.20;19.30;49.90;0.00;406.00
Biobalance питьевой;3.40;2.80;16.60;0.00;105.00
Biomatrix лёгкий 1% гранат благовещенск;2.80;1.00;8.90;100.00;56.00
Biomax кефирный 1%;3.00;1.00;5.60;0.00;43.40
Bio max кефирный 1 % лёгкий;3.00;1.00;5.60;0.00;43.40
"Bio max творожный десерт ""клубника мюсли""";5.50;2.80;16.40;0.00;113.00
Bio max творожный эффективный;6.00;3.10;3.50;0.00;66.00
Bio баланс биопродукт йогуртный /нежирный;3.00;0.05;3.70;0.00;26.80
Bio баланс (злаки);3.10;1.50;12.60;0.00;76.00
Bio баланс кефирный 0%;3.00;0.05;4.00;0.00;29.00
Bio Баланс Кефирный 1%;3.00;1.00;4.00;90.00;40.00
Bio.баланс кефирный обогощенный (0%);3.00;0.10;4.00;0.00;29.00
Bio баланс творожно-йогуртный клубника-мюсли с орешками;8.00;4.00;13.00;0.00;120.00
Bio баланс творожно-йогуртный с орешками;8.00;4.00;13.00;0.00;120.00
Bio баланс (творожный) ананас;4.80;3.80;14.40;0.00;111.00
Bio баланс (черника);3.10;1.50;13.10;0.00;78.00
Biskonti;5.50;23.90;50.30;0.00;434.00
Bon aqua viva;0.00;0.00;4.60;0.00;19.00
Bounty;3.53;25.93;58.20;0.00;484.94
Burn;0.00;0.00;11.70;90.00;49.00
Calve соус для пельменей;1.40;25.00;7.80;0.00;262.00
Campina fruttis;2.60;1.20;17.00;0.00;89.00
Cappuccino chocolate flavor;9.90;8.30;71.00;0.00;408.00
Cheetos кукурузные палочки со вкусом сыра;7.00;22.00;72.00;0.00;513.00
Choco boy;7.00;27.00;57.00;0.00;500.00
Chocodessert типа тирамису (италия);4.90;20.30;51.60;0.00;408.00
Chocolife;3.70;8.00;66.60;0.00;353.00
Choco pie;4.00;18.10;64.95;0.00;438.00
Choco Pie;3.60;16.10;70.90;0.00;430.00
Chupa Chups mini relax citrus;0.00;0.00;97.80;0.00;396.00
Chupa chups релакс;0.00;0.00;97.80;0.00;396.00
Cielavina;7.40;27.40;47.10;0.00;461.00
Clue;5.90;24.30;57.40;0.00;472.10
Coca cola;0.00;0.00;10.60;0.00;42.00
Coca-Cola;0.00;0.00;10.40;100.00;42.00
Coco cabana;5.10;29.50;51.40;0.00;498.00
"Coffee drink 2 in 1 ""monte santos""";10.90;32.00;47.10;0.00;535.00
Coffee manhattan classic 100% arabica;15.00;3.60;0.00;0.00;92.40
Coffee mate (сухой);2.20;34.60;55.80;0.00;543.00
Cola mix;0.10;0.10;10.10;0.00;41.00
Complete protein diet bar;20.00;3.00;18.00;0.00;180.00
Corny big - chocolate banana;6.10;15.20;65.60;0.00;424.00
Corny chocolate-banana with milk-chocolate and banana;6.10;16.20;64.60;0.00;429.00
Corny cocos;5.50;22.90;57.20;0.00;468.00
Corny dunkle schoko mit arriba-kakao;6.00;17.60;62.40;0.00;442.00
Corny nuts with hazelnuts;6.40;15.50;63.10;0.00;418.00
"Cote d""or";5.90;35.80;52.30;0.00;557.00
Cottage cheese;16.00;2.00;1.00;0.00;90.00
Creme bonjour;3.50;30.00;4.50;0.00;300.00
Creme fraiche;2.50;30.00;2.90;0.00;293.00
Cruesli quaker 4 noten;8.00;21.00;61.00;0.00;480.00
Cалат с крабовой вермишелью с ананасами с майонезом;5.50;28.00;10.00;0.00;314.00
Cоевый соус heinz;2.60;0.10;43.00;0.00;184.00
Cосиски мини;12.00;26.00;0.00;0.00;282.00
Cудак запеченый;19.00;0.80;0.00;0.00;83.00
Cуп-пюре грибной;3.40;6.75;2.68;0.00;82.46
Cухарики;9.50;3.80;71.30;0.00;351.00
Cыр моцарелла;18.00;19.00;0.00;0.00;250.00
Cырник творожный;18.60;3.60;18.20;0.00;183.00
"Cыр ""пеше миньон"" президент";18.00;28.00;1.00;0.00;328.00
Cыр творожный hohland;7.00;20.00;2.00;0.00;216.00
Daim шоколадка;3.60;32.00;59.50;0.00;545.00
Danette chocolat;3.30;3.00;20.00;0.00;122.00
"Danissimo ""клубничное пироженое""""";4.80;4.70;19.20;0.00;139.00
Danon творожный 3.6;6.20;3.60;12.00;0.00;105.00
Delikatess kochhiterschinken;19.00;2.00;1.00;0.00;100.00
Delikatess truthanbrust fein gebraten;21.00;2.00;1.00;0.00;107.00
Deli motion (бизвквит);7.00;15.00;69.00;0.00;450.00
De luxe;6.30;32.00;52.10;0.00;514.00
Dessertcreme schoko;1.90;2.10;18.50;0.00;102.00
Dessertcreme vanila;2.00;2.10;16.20;0.00;93.00
Dessert plus;7.90;3.00;11.00;0.00;103.00
Dessert plus десерт ванильный крем;3.10;3.90;16.70;0.00;114.00
Dessert with cream;1.80;1.20;17.00;20.00;86.00
Doppelkeks;5.50;17.00;71.80;0.00;468.00
Dr. korner хлебцы злаковый коктейль клюквенный;8.10;1.40;72.20;0.00;333.00
Dymatize elite 12 hour protein;63.00;7.50;18.00;0.00;375.00
Dymatize elite whey;77.42;4.84;6.45;0.00;367.74
"Gold&wild / смесь пропаренного и дикого риса в варочных пакетах ""агроальянс""";8.10;3.90;70.10;0.00;347.90
Grand dessert double choc;2.70;4.90;17.00;0.00;123.00
Grand-prix крем с орехом;7.20;38.40;50.20;0.00;576.00
Grand toffy classic;4.20;21.50;62.70;0.00;454.00
Grand toffy с орехом;4.20;21.50;62.70;0.00;444.00
Herbalife 26гр протеиновый коктейль;9.00;2.30;9.00;0.00;92.00
Hesburger салат цезарь с курицей;33.00;14.00;14.00;0.00;314.00
Hollaender сыр;28.00;17.00;0.10;0.00;265.00
Humus;9.30;18.40;10.80;0.00;250.00
Hyper mass 3000;19.00;1.90;70.00;0.00;378.00
Imunele;2.50;1.20;12.70;42.00;71.70
Imunele for men яблоко;2.50;1.20;12.40;80.00;70.40
Iso mass xtreme gainer;43.00;4.60;53.00;0.00;433.00
Isopreme (2 ложки - 37 грамм);30.00;0.80;1.60;0.00;134.00
J7 activ апельсин яблоко морковь лимон;0.01;0.00;12.00;0.00;49.00
Jacobs choco cappuccino;6.40;11.00;72.00;0.00;410.00
"Jacob""s creek sparkling rose cuvee";0.00;0.00;17.50;0.00;70.00
Jacobs ice 3 in 1;9.80;15.10;63.30;0.00;430.00
Joyfield;2.10;0.50;70.20;0.00;280.40
Kakao Neturale Wawel (порошок);21.00;10.00;52.30;0.00;448.00
Karamellwaffeln;3.40;18.60;70.90;0.00;466.00
Kazafana (сироп из рожкового дерева);2.40;0.00;76.20;0.00;320.00
"Kfc салат ""веджи""";1.00;1.30;2.70;0.00;27.00
Kfc стрипсы острые;22.30;10.30;15.80;0.00;245.10
Kfc шашлык куриный;24.90;4.40;0.20;0.00;140.00
Kinder bueno;9.20;37.30;49.50;0.00;571.00
Kinder chocolade maxi;8.70;34.70;53.50;0.00;561.00
Kinder country;8.82;33.47;54.53;0.00;555.00
Kinder delice;5.90;29.80;42.15;0.00;461.25
Kinder delice кокос;6.00;32.30;40.00;0.00;475.00
Kinder happy hippo;8.70;38.90;49.00;0.00;581.00
Kinder maxi (21 гр);8.70;34.70;53.50;0.00;561.00
Kinder maxi king;6.90;36.70;38.20;0.00;511.00
Kinder paradiso;5.90;23.30;50.00;0.00;427.00
Kinder paradiso пирожное;5.90;23.30;50.00;20.00;433.00
Kinder pingui chocolate;7.10;29.30;38.80;0.00;447.00
Kinder pinqui;6.60;32.50;37.80;0.00;471.00
Kinder молочный ломтик;8.20;27.90;34.00;0.00;420.00
Kinder шоколад;8.70;34.70;53.50;0.00;561.00
Kipbraadstick;20.00;6.25;0.00;0.00;138.00
Kiri;8.50;32.00;2.00;0.00;330.00
Kitkat;6.10;29.30;60.50;0.00;533.00
Kit-Kat;6.10;29.20;60.90;0.00;531.00
Knoblauchsteaks;18.00;15.00;2.00;0.00;215.00
Knoppers;9.80;33.40;50.40;0.00;548.00
Knorr суп сырный с сухариками;8.50;17.00;54.00;0.00;403.00
Knusper-filets;11.10;8.10;14.10;0.00;175.00
Kochbeutel-reis;8.00;0.60;78.00;0.00;349.00
Kohupiimakreem;6.90;5.00;18.30;0.00;147.00
Kokt skinka;19.00;3.00;0.50;0.00;105.00
Kondensmilch;8.30;10.00;12.00;0.00;172.00
Koop молоко 1.5%;3.20;1.50;4.40;0.00;45.00
Kosmostars готовый завтрак звездочки медовый;6.00;7.00;77.00;0.00;396.00
Kuhne соус чесночный;0.80;35.00;11.00;0.00;377.00
Laimon fresh;0.00;0.00;10.55;94.10;43.00
Lasis;20.00;18.00;0.00;0.00;242.00
L-Carnitine Liquid 1500 mg;0.10;0.00;12.00;100.00;48.00
Lebkuchen;6.00;11.20;63.70;0.00;380.00
Le doible latte mac;4.00;5.00;6.00;0.00;85.00
Lemon curd mackays;1.20;5.00;60.80;0.00;293.00
Lindor lindt;4.70;48.00;42.00;0.00;620.00
Lipton ice tea (зеленый чай);0.00;0.00;6.70;0.00;27.50
Lipton ice tea малина;0.00;0.00;6.90;0.00;28.20
Lope lope;7.80;1.00;69.70;0.00;319.00
L-карнитин Power System;0.00;0.00;10.00;0.00;60.00
L-карнитин xxl;0.00;0.00;2.80;0.00;11.20
Maasikamoos;0.70;0.00;50.60;0.00;205.00
Macchocolate горячий шоколад;4.00;8.00;76.00;0.00;390.00
Maccoffee 3 в 1;3.00;8.00;86.00;0.00;420.00
Maccoffee без сахара;6.00;1.00;86.00;0.00;380.00
Maggi для куриных крылышек барбекю;4.10;1.50;57.40;0.00;260.00
Maggi на второе для мясных ежиков;4.50;3.00;50.30;0.00;249.00
Maggi на второе для сочной курицы с чесноком;7.30;2.50;48.20;0.00;244.00
Magi idea (vistiena);12.20;4.60;2.80;0.00;101.00
Mahl aura apelsinivirsikunektar;0.30;0.00;13.00;0.00;55.00
Malibu (примерно);0.00;0.00;50.00;0.00;197.00
Maltesers;8.10;24.30;61.70;0.00;500.00
Manija;5.30;21.00;63.00;0.00;470.00
Marmorkuchen;5.00;23.50;50.50;0.00;433.00
Mars;4.40;18.18;68.00;0.00;454.27
Marzipan zentis;4.90;16.00;68.00;0.00;432.00
Maxi чай;0.00;0.00;5.85;0.00;23.80
Mc флури;5.00;9.00;58.00;0.00;335.00
"Medaliony ""losos norveski""";16.40;9.40;0.30;0.00;159.00
Mehl;10.00;1.00;71.00;0.00;341.00
Meller темный шоколад;3.00;9.00;79.20;0.00;396.00
Meteorit;17.40;33.90;38.00;0.00;527.00
Mhp up u mass;35.00;8.00;44.00;0.00;386.00
Miel pops медовые шарики;6.00;0.90;85.00;0.00;379.00
Mieszanka studencka bakalland;8.10;19.80;46.30;0.00;393.00
Milkana сливочный сыр с плесенью;17.40;36.50;3.10;0.00;397.00
Milk snack;6.30;28.50;46.60;0.00;468.00
Milkyway;3.21;16.47;72.19;0.00;450.89
Milky way;3.16;16.43;72.65;0.00;450.69
Milky waycrispy rolls;7.40;24.20;63.50;0.00;513.00
Milky way клубничный коктейль;3.50;16.80;71.60;0.00;452.00
Milkyway шоколадный батончик с суфле покрытый молочным шоколадом;2.90;16.20;72.70;0.00;450.00
Mims;4.30;19.20;71.50;0.00;481.00
Mix эрми ананас;0.50;0.10;10.50;0.00;45.00
"M&m""s choco";4.60;20.70;68.60;0.00;479.00
"M&m""s с арахисом";9.00;25.00;61.00;0.00;510.00
"M&m""s со вкусом лесного ореха";4.30;19.20;71.50;0.00;481.00
"M&m""s темный шоколад";9.70;30.20;49.30;12.00;522.00
Mueseli;6.40;11.40;54.50;0.00;346.00
Muesli con frutas;3.40;7.70;29.30;0.00;205.00
Muscletech;0.00;0.00;77.00;0.00;310.00
Myllyn paras каша овсяная с яблоком и черной смородиной;15.20;7.00;51.10;0.00;333.00
Myllyn paras овсяные отруби;18.00;7.70;45.30;0.00;320.00
Myllyn paras овсяные хлопья;14.00;7.50;56.00;0.00;350.00
Myslipatukka;6.60;6.80;65.00;0.00;350.00
Mоцарелла;22.00;22.00;2.20;50.00;300.00
Nature valley с мёдом;8.30;16.10;70.40;0.00;460.00
"""nescafe 3 в 1 крепкий"" напиток кофейный растворимый";3.50;13.30;75.00;0.00;433.00
Nescafe cappuccino;4.40;10.80;78.80;0.00;418.00
Nesquik;5.47;3.61;80.43;0.00;376.33
Nesquik duo шарики черно-белые;8.20;5.20;76.70;0.00;386.00
Nesquik plus клубничный аромат;0.03;0.90;96.40;0.00;394.00
Nesquik готовый шоколадный завтрак;8.10;4.30;75.70;0.00;375.00
Nesquik какао порошок;5.40;3.00;81.80;0.00;376.00
Nestea;0.00;0.00;7.50;100.00;31.00
"Nestle 3в1 ""Горячий шоколад""";3.60;7.50;79.80;0.00;402.00
Nestle fitness с клубникой;8.10;2.40;75.70;0.00;359.00
Nestle fitness тёмный шоколад;7.90;7.30;70.80;0.00;381.00
Nestle gold honey nut flakes;7.10;4.40;81.90;0.00;396.00
Nestle молочный;7.80;34.30;54.10;0.00;557.00
Nestle со вкусом тирамису;8.30;34.10;53.50;0.00;555.00
New york coffee drink 2 in 1;5.40;26.70;59.50;0.00;497.00
Nordic галеты из овса с брусникой;9.00;14.00;61.00;0.00;420.00
Nordic каша из 4х видов зерновых;10.00;2.80;61.00;0.00;310.00
Nordic хлопья 4 вида зерновых в сухом виде;10.00;2.80;61.00;0.00;310.00
Nudeln;11.50;1.90;71.80;0.00;350.00
Nutella паста;6.80;31.00;56.00;0.00;530.00
Nutrilite протеиновый порошок;83.00;3.40;4.90;0.00;381.00
Nuts;7.10;25.10;62.80;0.00;505.00
Optimum nutrition gold standard 100% whey;76.00;3.20;9.60;0.00;384.00
Optimum nutrition pro complex gainer;36.36;4.85;51.52;0.00;393.94
Pepsi;0.00;0.00;10.80;0.00;43.00
Pepsi-cola;0.00;0.00;10.80;100.00;43.00
Philadephia с чесноком;8.00;11.50;4.40;0.00;155.00
Picnic;7.25;27.90;58.40;0.00;504.00
Picnic грецкий орех;5.30;29.00;58.50;0.00;507.00
Picnic мега (конфета);7.40;27.10;59.60;0.00;503.00
Power System L-carnitin;0.00;0.00;10.00;0.00;60.00
President 20 mini beurres;0.00;82.00;0.00;0.00;743.00
President брынза 48%;11.70;16.80;3.60;0.00;212.00
President шоколадный сыр;8.00;16.00;26.00;0.00;280.00
Ptit deli (инжир);5.50;8.00;71.00;0.00;390.00
Ptit deli (клубника);5.00;4.00;76.00;0.00;360.00
Raffaello;9.15;47.90;38.90;0.00;621.50
Rama;0.50;70.00;0.50;0.00;630.00
Red Bull;0.00;0.00;11.00;100.00;45.00
Redd's;0.00;0.00;6.70;100.00;56.00
Retra sport (орех);8.10;35.30;48.70;0.00;542.00
Rich фруктовый микс;0.00;0.00;17.10;82.90;68.40
Rikrok мороженное рожок;5.00;16.50;35.00;0.00;309.00
Ritter sport белый с цельным лесным орехом;7.00;38.00;48.00;0.00;562.00
Ritter sport горький a la mousse au chocolat;5.00;36.00;48.00;0.00;544.00
Ritter sport горький с орехом;7.00;40.00;41.00;87.06;556.00
Rokiskio (namine grietine 30%);2.60;30.00;2.80;0.00;294.00
"Roshen ""батон""";4.70;19.30;67.70;0.00;462.00
Schweepes bitter lemon;0.00;0.00;9.10;90.00;38.00
Skittles;0.00;4.20;89.90;0.00;407.00
Slim-мюсли с жиросжигающим комплексом и кофе;7.60;3.00;62.70;0.00;307.60
Smile danon;2.10;1.80;15.50;0.00;86.00
Smile клубника;2.10;1.80;15.50;0.00;86.00
Smile (персик);2.10;1.80;14.60;0.00;83.00
Smilga (клубника);3.00;21.30;29.00;0.00;320.00
Smilga (мигдола);4.10;25.90;22.50;0.00;340.00
Snickers;8.70;26.10;57.05;0.00;500.00
Soan papadi традиционная индийская сладость;10.71;28.59;60.69;0.00;535.50
Soba лапша гречневая;14.70;0.85;70.50;0.00;348.45
Stailon абрикос в желе;0.00;0.00;11.10;0.00;44.80
Start кольца глазированные;7.00;4.00;72.40;0.00;352.60
Stecco лимонное мороженое;0.90;0.90;32.00;0.00;140.00
Stelmas берёзовый сок с черникой;0.00;0.00;5.80;0.00;23.00
Subway саб сабвей клаб;9.58;1.88;19.17;0.00;129.17
Subway саб с индейкой и ветчиной;8.22;1.83;21.00;0.00;127.85
Tuc tuc;9.00;23.00;61.00;0.00;490.00
Twinlab cher - amino protein;50.00;0.00;16.00;0.00;266.00
Twix;4.47;24.57;64.00;0.00;496.67
Twixels апельсиновое настроение;4.10;28.50;59.30;0.00;520.00
Valio 0%;3.30;0.00;4.90;0.00;33.00
Valio кефирный 1%;2.80;1.00;4.00;0.00;36.00
Valio напиток кисломолочный gefilus клубника-черника;3.00;0.40;11.00;0.00;60.00
Valio творожный сыр;13.00;2.00;2.00;0.00;80.00
Vegeta;10.30;1.50;29.50;0.00;173.00
Velle вишня;0.80;0.40;13.00;0.00;59.00
Velle густой клубника;1.50;0.70;15.00;0.00;72.00
Velle красная смородина;0.80;0.40;13.00;0.00;59.00
Velle облепиха;0.80;0.40;11.00;0.00;50.00
Velle овсяный с облепихой;1.50;1.10;16.00;0.00;80.00
Velle офсянный питьевой вишня;0.80;0.40;13.00;0.00;59.00
Velle питьевой;0.80;0.40;11.00;0.00;50.00
Wagon wheels red;5.10;15.60;66.90;0.00;431.00
Weight gainer (сухой);16.00;2.50;51.00;0.00;291.00
Абокадо спринг ролл;13.30;23.20;0.70;0.00;265.00
Абрикос в шоколаде;5.50;12.40;61.30;0.00;378.90
Абрикосовое варенье;0.45;0.03;61.88;1.75;245.10
Абрикосовое ядро;18.60;54.00;16.90;0.00;629.80
Абрикосовый батончик мюсли без добавки сахара, 30 гр.;5.04;19.50;67.00;0.00;479.00
Абрикосовый джем;0.50;0.00;71.60;25.90;276.00
Абрикосовый компот;0.50;0.00;21.00;0.00;85.00
Абрикосовый сок;0.00;0.00;12.00;0.00;48.00
Абрикос протертыи с сахаром;0.00;0.00;45.00;0.00;180.00
Абрикос с миндалем;5.50;15.70;59.50;0.00;401.20
Абрикос сушеный;5.00;0.00;65.30;0.00;275.00
Абрикосы;0.90;0.00;10.50;43.00;45.50
Абрикосы;0.90;0.00;10.50;86.00;46.00
Абрикосы lorado;0.50;0.10;15.50;0.00;66.00
Абрикосы консервированные;1.40;0.11;18.61;0.00;83.00
"Абрикосы половинки отборные в легком сиропе ""золотая долина""";0.40;0.02;16.90;0.00;73.00
Абрикосы сушеные;5.30;1.00;66.00;0.00;285.00
Авокадо;2.00;20.00;7.40;0.00;208.00
Авокадо;2.00;20.00;7.40;0.00;208.00
Агар-Агар;0.00;0.00;0.00;0.00;0.00
Агуша;10.00;6.00;3.00;0.00;109.00
Агуша кисломолочная;1.40;3.50;7.20;0.00;66.00
Агуша классический;8.50;4.50;3.50;60.00;88.50
Агуша натуральная;8.50;4.50;3.50;0.00;88.50
Агуша персик-йогурт;0.40;0.00;20.10;0.00;82.40
Агуша-пюре персик-йогурт;0.00;0.00;20.10;0.00;82.40
Агуша творог фруктовый детский черная смородина;7.30;3.90;10.20;0.00;105.00
Агуша яблоко-банан;7.30;3.90;10.20;0.00;105.00
Аджика;1.40;2.33;7.76;13.09;56.97
Аджика острая верес;1.00;0.00;8.30;0.00;37.00
Аджика перечная грузинская;1.00;0.00;3.00;0.00;16.00
Адреналин раш;0.25;0.00;12.75;33.33;51.00
Адреналин раш грин;0.00;0.00;12.60;0.00;50.00
Адренолайн;16.60;3.30;66.60;0.00;366.60
Азу;11.90;14.20;10.20;0.00;214.00
Азу говядина;17.17;8.14;7.59;0.00;168.67
Азу из говядины;6.97;6.00;9.40;7.50;121.75
Азу из индейки;20.20;5.60;0.00;0.00;131.00
Айва;0.60;0.00;8.90;87.50;38.00
Айва;0.60;0.00;8.90;87.50;38.00
Айвовое варенье;0.15;0.00;56.55;0.00;226.50
Айран 1%;1.62;1.00;2.29;0.00;24.60
Айран 1.4;1.40;1.40;2.30;0.00;27.40
Айран нео продукт;1.40;1.50;2.00;0.00;27.10
Айран солёный;3.20;1.40;3.74;0.00;40.40
Айран тан с укропом и огурцом;1.10;1.00;1.40;0.00;19.00
Айсберг;1.50;0.20;2.30;0.00;17.00
Айсберг белая дача;1.50;0.20;2.30;0.00;17.00
Айсти;0.00;0.00;6.60;0.00;27.00
